title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,source,description
Friends 'Til the End,Friends 'Til the End,David Wild,4.2727275,11,https://covers.openlibrary.org/b/id/503269-L.jpg,https://openlibrary.org/works/OL7459886W,288,"Actors, Friends. (Television programme), Miscellanea, Warner Bros, Friends (Television program)",open_library_api,
JavaScript and jQuery,JavaScript and jQuery,Jon Duckett,4.1666665,6,https://covers.openlibrary.org/b/id/7419725-L.jpg,https://openlibrary.org/works/OL17341092W,640,"JavaScript (Computer program language), Web site development, Computers--programming languages--javascript, Javascript, Jquery",open_library_api,"This is not your average programming book.

We understand that all kinds of people build websites these days (and that they don’t all have a degree in computer science).

So, if you want to use JavaScript to make your web pages more interactive, interesting, and usable, we can help. Even if you have never done any programming."
The Go Programming Language,The Go Programming Language,Alan A. A. Donovan,4.2,5,https://covers.openlibrary.org/b/id/7427319-L.jpg,https://openlibrary.org/works/OL17348524W,399,"Computer programs, Go (Computer program language), Programming, Open source software",open_library_api,
Head first Java,Head first Java,Kathy Sierra,4.4,10,https://covers.openlibrary.org/b/id/388761-L.jpg,https://openlibrary.org/works/OL5756124W,688,"Java (Computer program language), programming, java, General, Games",open_library_api,Highly acclaimed introductory Java book.
Desire Never Changes,Desire Never Changes,Penny Jordan,4.1875,16,https://covers.openlibrary.org/b/id/9606214-L.jpg,https://openlibrary.org/works/OL3759059W,221,"Fiction, Romance, Contemporary, Photography,  fiction, Computer programming, fiction, Photographers, fiction, Marriage proposals, fiction",open_library_api,"Marry Chase Lorimer--impossible!

Since 18 year old  Somer MacDonald's humiliating encounter with 28 year old Chase Lorimer on the isle of Jersey, she had kept men at a distance.

Five years ago she had foolishly tried to prove her sexual desirability by seducing the gorgeous world-renowned photographer. But her plan had backfired when Chase coldly denied her advances.

Now Chase was suddenly back in her life--and he wanted to marry her! The all-encompassing force drawing Somer to him was undeniable. But could she risk rejection again?"
JavaScript for dummies,JavaScript for dummies,Emily A. Vander Veer,0.0,0,https://covers.openlibrary.org/b/id/3863999-L.jpg,https://openlibrary.org/works/OL2765872W,375,"JavaScript (Computer program language), Computer Technology, Nonfiction, Web publishing, COMPUTERS",open_library_api,"Responding to reader feedback, the author has thoroughly revamped the book with more step-by-step coverage of JavaScript basics, an exclusive focus on Internet Explorer, and many complete sample scripts  Updated to cover JavaScript 1.5, the latest release of this popular Web scripting language  Using lots of examples, including a sample working Web site, the book shows how to create dynamic and interactive pages, build entire sites, and automate pages"
Java for dummies,Java for dummies,Barry A. Burd,0.0,0,https://covers.openlibrary.org/b/id/7182720-L.jpg,https://openlibrary.org/works/OL3372608W,432,"Computer Technology, Java (Computer program language), Nonfiction, Java (computer program language), Internet programming",open_library_api,"Start building powerful programs with Java 6--fast!   Get an overview of Java 6 and begin building your own programs   Even if you're new to Java programming--or to programming in general--you can get up and running on this wildly popular language in a hurry. This book makes it easy! From how to install and run Java to understanding classes and objects and juggling values with arrays and collections, you will get up to speed on the new features of Java 6 in no time.   Discover how to    Use object-oriented programming  Work with the changes in Java 6 and JDK 6  Save time by reusing code  Mix Java and Javascript with the new scripting tools  Troubleshoot code problems and fix bugs     All on the bonus CD-ROM    Custom builNote: CD-ROM/DVD and other supplementary materials are not included...."
The Pragmatic Programmer,The Pragmatic Programmer,Andy Hunt,4.3541665,48,https://covers.openlibrary.org/b/id/10143650-L.jpg,https://openlibrary.org/works/OL5748544W,352,"Computer programming, Vocational education, Projectmanagement, Métodos ágeis, Programmeren (computers)",open_library_api,"The Pragmatic Programmer is one of those rare tech audiobooks you’ll listen, re-listen, and listen to again over the years. Whether you’re new to the field or an experienced practitioner, you’ll come away with fresh insights each and every time. 

Dave Thomas and Andy Hunt wrote the first edition of this influential book in 1999 to help their clients create better software and rediscover the joy of coding. These lessons have helped a generation of programmers examine the very essence of software development, independent of any particular language, framework, or methodology, and the Pragmatic philosophy has spawned hundreds of books, screencasts, and audio books, as well as thousands of careers and success stories. 

Now, 20 years later, this new edition re-examines what it means to be a modern programmer. Topics range from personal responsibility and career development to architectural techniques for keeping your code flexible and easy to adapt and reuse. All the old favorite topics are there, updated for this new world. And there's a bunch of new content, reflecting what we've learned in the intervening years. 

Whether you’re a new coder, an experienced programmer, or a manager responsible for software projects, use these lessons daily, and you’ll quickly see improvements in personal productivity, accuracy, and job satisfaction. You’ll learn skills and develop habits and attitudes that form the foundation for long-term success in your career. You’ll become a pragmatic programmer. 

This audiobook is organized as a series of sections, each containing a series of topics. It is read by Anna Katarina; Dave and Andy (and a few other folks) jump in every now and then to give their take on things."
The Waite Group's Turbo C programming for the PC,The Waite Group's Turbo C programming for the PC,Robert Lafore,4.0,2,https://covers.openlibrary.org/b/id/410094-L.jpg,https://openlibrary.org/works/OL2036125W,696,"C (Computer program language), IBM microcomputers, Programming, Turbo C (Computer file), Turbo c (computer program)",open_library_api,
"Python, The Complete Reference","Python, The Complete Reference",Martin C. Brown,5.0,1,https://covers.openlibrary.org/b/id/61313-L.jpg,https://openlibrary.org/works/OL725930W,1200,"Programming languages (Electronic computers), Python (computer program language)",open_library_api,
The Making of Star Trek,The Making of Star Trek,Stephen E. Whitfield,3.6666667,3,https://covers.openlibrary.org/b/id/207356-L.jpg,https://openlibrary.org/works/OL7300660W,414,Star Trek (Television program),open_library_api,"> **The Biography of the Leading Science Fiction TV Program**
> 
> STAR TREK! The long, hard battle of television's first tentative step
> toward adult science fiction, with the complete story of how the *U.S.S.
> Enterprise* was designed, her weaponry, equipment and power
> resources, the original concept behind the show, how the continuity is
> maintained, backgrounds of the characters, biographies of the stars,
> and pictures, diagrams, illustrations -- the whole authentic history.

Although Gene Roddenberry is listed as a co-author, the book was written by Whitfield.  Roddenberry's only contribution seems to be the lyrics to the Star Trek Theme on page 7."
Basic materials in music theory,Basic materials in music theory,Paul O. Harder,0.0,0,https://covers.openlibrary.org/b/id/1145104-L.jpg,https://openlibrary.org/works/OL804064W,354,"Music theory, Programmed instruction, Music, Theory, Music theory, programmed instruction",open_library_api,
The psychology of computer programming,The psychology of computer programming,Gerald M. Weinberg,3.5,2,https://covers.openlibrary.org/b/id/711892-L.jpg,https://openlibrary.org/works/OL1958820W,288,"Computer programming, Psychological aspects, Psychological aspects of Computer programming, Electronic digital computers, programming, Computer programming -- Psychological aspects",open_library_api,"This landmark 1971 classic is reprinted with a new preface, chapter-by-chapter commentary, and straight-from-the-heart observations on topics that affect the professional life of programmers.  Long regarded as one of the first books to pioneer a people-oriented approach to computing, The Psychology of Computer Programming endures as a penetrating analysis of the intelligence, skill, teamwork, and problem-solving power of the computer programmer.  Finding the chapters strikingly relevant to today's issues in programming, Gerald M. Weinberg adds new insights and highlights the similarities and differences between now and then. Using a conversational style that invites the reader to join him, Weinberg reunites with some of his most insightful writings on the human side of software engineering.  Topics include egoless programming, intelligence, psychological measurement, personality factors, motivation, training, social problems on large projects, problem-solving ability, programming language design, team formation, the programming environment, and much more.  The author says, ""On an inspired eight-week vacation in Italy, I wrote the first draft of The Psychology of Computer Programming. . . . the book quickly became a best-seller among technical titles, running through more than twenty printings and staying in print for twenty-five years. . . .  ""For this Silver Anniversary Edition, I decided to take my own advice and not try to hide my errors, for they would be the source of the most learning for my readers. I decided to leave the original text as it was—antiques and all—for your illumination, and simply to add some 'wisdom of hindsight' remarks whenever the spirit moved me. I hope you find the perspective brought by this time-capsule contrast as useful to you as it has been to me.""  J.J. Hirschfelder of Computing Reviews wrote: ""The Psychology of Computer Programming . . . was the first major book to address programming as an individual and team effort, and became a classic in the field. . . . Despite, or perhaps even because of, the perspective of 1971, this book remains a must-read for all software development managers.""  Sue Petersen of Visual Developer said: ""In this new edition, Jerry looks at where we were 30 years ago, where we are now and where we might be in the future. Instead of changing the original text, he's added new comments to each chapter. This allows the reader to compare and contrast his thinking over the decades, showcasing the errors and omissions as well as the threads that bore fruit. "". . . one issue -- communication -- has been at the core of Jerry's work for decades. Unknown to him at the time, Psychology was to form the outline of his life's work. . . . Psychology is valuable as history in a field that is all too ready to repeat the errors of its past. Read Psychology as a picture of where we've been, where we are now, and where we need to go next. Read it as an index to the thinking of one of the most influential figures in our field."""
BASIC,BASIC,Robert J. Bent,0.0,0,https://covers.openlibrary.org/b/id/4665210-L.jpg,https://openlibrary.org/works/OL3517771W,384,"BASIC (Computer program language), Programming, Apple computer, Programming languages, Programming Languages - General",open_library_api,
Operating systems,Operating systems,William Stallings,4.0,1,https://covers.openlibrary.org/b/id/3887043-L.jpg,https://openlibrary.org/works/OL1865013W,780,"Operating systems (Computers), Syste  mes d'exploitation (Ordinateurs), Betriebssystem, Lehrbuch, Besturingssystemen",open_library_api,"""This book provides a comprehensive and unified introduction to operating systems. The book emphasizes both fundamental principles and design issues in contemporary systems. Thus it is both a basic reference and an up-to-date survey of the state of the art. The book provides the reader with a solid understanding of the key mechanisms of modern operating systems and the types of design trade-offs and decisions involved in OS design."" ""In addition to providing coverage of the fundamentals of operating systems, this book examines the most important recent developments in OS design. Among the topics covered: threads, distributed systems, real time systems, process migration, multiprocessor scheduling, and security.""--BOOK JACKET."
Introduction to C Programming,Introduction to C Programming,Reema Thareja,3.0,1,https://covers.openlibrary.org/b/id/13841415-L.jpg,https://openlibrary.org/works/OL21090538W,421,"C (computer program language), C (Computer program language)",open_library_api,
Refactoring,Refactoring,Martin Fowler,3.8666666,15,https://covers.openlibrary.org/b/id/7087623-L.jpg,https://openlibrary.org/works/OL16551230W,0,"Software refactoring, Object-oriented programming (Computer science)",open_library_api,
Hackers,Hackers,Steven Levy,4.0833335,24,https://covers.openlibrary.org/b/id/106396-L.jpg,https://openlibrary.org/works/OL804638W,456,"Computer programming, Electronic digital computers, Programming, Computer hackers, History",open_library_api,"Today, technology is cool. Owning the most powerful computer, the latest high-tech gadget, and the whizziest website is a status symbol on a par with having a flashy car or a designer suit. And a media obsessed with the digital explosion has reappropriated the term ""computer nerd"" so that it's practically synonymous with ""entrepreneur."" Yet, a mere fifteen years ago, wireheads hooked on tweaking endless lines of code were seen as marginal weirdos, outsiders whose world would never resonate with the mainstream. That was before one pioneering work documented the underground computer revolution that was about to change our world forever.

With groundbreaking profiles of Bill Gates, Steve Wozniak, MIT's Tech Model Railroad Club, and more, Steven Levy's Hackers brilliantly captures a seminal moment when the risk takers and explorers were poised to conquer twentieth-century America's last great frontier. And in the Internet age, ""the hacker ethic"" -- first espoused here -- is alive and well. - Back cover."
Pre-release center program test design,Pre-release center program test design,Unknown Author,4.2,30,,https://openlibrary.org/works/OL14921145M,17,"Pre-release programs for prisoners -- United States, Community-based corrections -- United States",open_library_api,
Python,Python,Mark Lutz,5.0,2,https://covers.openlibrary.org/b/id/988215-L.jpg,https://openlibrary.org/works/OL2784127W,158,"Python (Computer program language), Python (Langage de programmation), COMPUTERS, Programming Languages, Python",open_library_api,"<p>Python is optimized for quality, productivity, portability, and integration. Hundreds of thousands of Python developers around the world rely on Python for general-purpose tasks, Internet scripting, systems programming, user interfaces, and product customization. Available on all major computing platforms, including commercial versions of Unix, Linux, Windows, and Mac OS X, Python is portable, powerful and remarkable easy to use. With its convenient, quick-reference format, <em>Python Pocket Reference</em>, 3rd Edition is the perfect on-the-job reference. More importantly, it's now been refreshed to cover the language's latest release, Python 2.4. For experienced Python developers, this book is a compact toolbox that delivers need-to-know information at the flip of a page. This third edition also includes an easy-lookup index to help developers find answers fast! Python 2.4 is more than just optimization and library enhancements; it's also chock full of bug fixes and upgrades. And these changes are addressed in the <em>Python Pocket Reference</em>, 3rd Edition. New language features, new and upgraded built-ins, and new and upgraded modules and packages—they're all clarified in detail. The <em>Python Pocket Reference</em>, 3rd Edition serves as the perfect companion to <em><a href=""/works/OL2784125W/"">Learning Python</a></em>
and <em>Programming Python</em>.</p>

<h2>Revision History</h2>
<dl>
<dt>October 1998</dt><dd>First Edition</dd> 
<dt>January 2002</dt><dd>Second Edition</dd> 
<dt>February 2005</dt><dd>Third Edition</dd> 
<dt>October 2009</dt><dd>Fourth Edition</dd> 
<dt></dt><dd>5th Edition</dd> 
<dt>2014-01-17</dt><dd>First release</dd> 
<dt>2014-02-14</dt><dd>Second release</dd> 
<dt>2015-02-06</dt><dd>Third release</dd> 
<dt>2018-08-10</dt><dd>Fourth release</dd>
<dt>2018-11-21</dt><dd>Fifth release</dd>
</dl>"
"Agile Software Development, Principles, Patterns, and Practices","Agile Software Development, Principles, Patterns, and Practices",Robert C. Martin,5.0,1,https://covers.openlibrary.org/b/id/91081-L.jpg,https://openlibrary.org/works/OL7952934W,529,"C & Visual C, C++ (Computer program language), Object-oriented programming (Computer science), Agile software development, Extreme programming",open_library_api,
Objects first with Java,Objects first with Java,David J. Barnes,3.0,2,https://covers.openlibrary.org/b/id/89228-L.jpg,https://openlibrary.org/works/OL11967463W,508,"Java (Computer program language), Study and teaching, Computer science, Object-oriented programming (Computer science), Java & variants",open_library_api,This introductory programming textbook integrates BlueJ with Java. It provides a thorough treatment of object-oriented principles.
Teach yourself C++,Teach yourself C++,Herbert Schildt,3.0,1,https://covers.openlibrary.org/b/id/4044146-L.jpg,https://openlibrary.org/works/OL720121W,640,"C (Computer program language), C [plus plus] (Computer program language), C plus plus (Computer program language), C++ (Computer program language), C[plus plus] (Computer program language)",open_library_api,"Teach Yourself C begins with the fundamentals, covers all the essentials, and concludes with a look at some of C's most advanced features. Along the way are plenty of practical examples, self-evaluation skill checks, and exercises. Answers to all exercises at the back of the book, so you can easily check your progress.

Best of all, you'll learn with Schildt's proven ""mastery"" method: the highly effective yet versatile approach that has helped millions become skilled programmers. This approach lets you work at your own pace, in your own way. Even if you have found C confusing in the past, Schildt's clear, paced presentation will make even advanced topics easy to understand."
Cracking The Coding Interview,Cracking The Coding Interview,Gayle Laakmann McDowell,3.3333333,3,https://covers.openlibrary.org/b/id/7276811-L.jpg,https://openlibrary.org/works/OL16816263W,504,"Problems, exercises, Computer programming, Vocational guidance, Employment interviewing, Computer programmers",open_library_api,"I am not a recruiter. I am a software engineer. And as such, I know what it's like to be asked to whip up brilliant algorithms on the spot and then write flawless code on a whiteboard. I've been through this as a candidate and as an interviewer.

Cracking the Coding Interview, 6th Edition is here to help you through this process, teaching you what you need to know and enabling you to perform at your very best. I've coached and interviewed hundreds of software engineers. The result is this book.

Learn how to uncover the hints and hidden details in a question, discover how to break down a problem into manageable chunks, develop techniques to unstick yourself when stuck, learn (or re-learn) core computer science concepts, and practice on 189 interview questions and solutions.

These interview questions are real; they are not pulled out of computer science textbooks. They reflect what's truly being asked at the top companies, so that you can be as prepared as possible.

WHAT'S INSIDE?

- 189 programming interview questions, ranging from the basics to the trickiest algorithm problems.
- A walk-through of how to derive each solution, so that you can learn how to get there yourself.
- Hints on how to solve each of the 189 questions, just like what you would get in a real interview.
- Five proven strategies to tackle algorithm questions, so that you can solve questions you haven't seen.
- Extensive     coverage of essential topics, such as big O time, data structures, and core algorithms.
- A behind the scenes look at how top companies like Google and Facebook hire developers.
- Techniques to prepare for and ace the soft side of the interview: behavioral questions.
- For interviewers and companies: details on what makes a good interview question and hiring process."
Microprocessors and interfacing,Microprocessors and interfacing,Douglas V. Hall,4.5,4,https://covers.openlibrary.org/b/id/9089229-L.jpg,https://openlibrary.org/works/OL4085889W,573,"Computer interfaces, Microprocessors, Programming, Programmation, Micro-ordinateurs",open_library_api,"This text focuses on the Intel 8086 family that are used in the IBM PC's and teaches students the programming, system connections, and interfacing of microprocessors and their peripheral devices in detail. Students begin with a brief introduction to computer hardware which leads to an in-depth look at how microprocessor-based computers are programmed to do real tasks. They also cover assembly language programming of 8086-based systems. Throughout the text, the emphasis is on writing assembly language programs in a top-down, structured manner. Included are comparisons between CISC and RISC microcomputer architectures and their trade-offs."
Grokking Algorithms: An illustrated guide for programmers and other curious people,Grokking Algorithms: An illustrated guide for programmers and other curious people,Aditya Y. Bhargava,4.0833335,12,https://covers.openlibrary.org/b/id/8512926-L.jpg,https://openlibrary.org/works/OL19546865W,256,"Computer algorithms, Computer programming, Handbooks, manuals, Algorithmus, Programmierung",open_library_api,"""Grokking Algorithms is a fully illustrated, friendly guide that teaches you how to apply common algorithms to the practical problems you face every day as a programmer. You'll start with sorting and searching and, as you build up your skills in thinking algorithmically, you'll tackle more complex concerns such as data compression and artificial intelligence. Each carefully presented example includes helpful diagrams and fully annotated code samples in Python.""--Publisher's desription."
Introduction to Machine Learning with Python,Introduction to Machine Learning with Python,Andreas C. Mueller,4.5,2,https://covers.openlibrary.org/b/id/7435335-L.jpg,https://openlibrary.org/works/OL17357597W,376,"Programming languages (Electronic computers), Python (Computer program language), Data mining, Machine learning, Python (computer program language)",open_library_api,
SQL for Dummies,SQL for Dummies,Allen G. Taylor,2.8,5,https://covers.openlibrary.org/b/id/299637-L.jpg,https://openlibrary.org/works/OL2035966W,432,"SQL (Computer program language), Database management, Relational databases, Computer programming, Computer Technology",open_library_api,"Learn SQL the fun and easy way -- no programming experience needed!  SQL For Dummies, 7th Edition, shows programmers and web developers how to use SQL to build relational databases and get valuable information from them. This book covers the core features of the SQL language. Topics covered include how to use SQL to structure a DBMS and implement a database design; secure a database; and retrieve information from a database. This edition will be revised to reflect the new enhancements of SQL/XML:2008.   The latest update of the perennial bestselling SQL For Dummies, which has sold more than 210,000 units in six editions.  SQL is the most popular database language in the world  Covers creating, accessing, manipulating, maintaining, and storing information in relational database management systems (DBMS) such as Access, Oracle, SQL Server, and MySQL.  Includes new content on using SQL with XML to power data-driven web sites and using SQL with Access 2010  Whether you're daunted by database development or a system admin star, SQL For Dummies, 7th Dummies will have you working your web site in no time at all.The EPUB format of this title may not be compatible for use on all handheld devices."
Core Python programming,Core Python programming,Wesley Chun,4.0,1,https://covers.openlibrary.org/b/id/7972455-L.jpg,https://openlibrary.org/works/OL12409294W,1077,Python (Computer program language),open_library_api,
The Hunger Games,The Hunger Games,Suzanne Collins,4.1043644,527,https://covers.openlibrary.org/b/id/12646537-L.jpg,https://openlibrary.org/works/OL5735363W,400,"severe poverty, starvation, oppression, effects of war, self-sacrifice",open_library_api,"The Hunger Games is a 2008 dystopian novel by the American writer Suzanne Collins. It is written in the perspective of 16-year-old Katniss Everdeen, who lives in the future, post-apocalyptic nation of Panem in North America. The Capitol, a highly advanced metropolis, exercises political control over the rest of the nation. The Hunger Games is an annual event in which one boy and one girl aged 12–18 from each of the twelve districts surrounding the Capitol are selected by lottery to compete in a televised battle royale to the death.

The book received critical acclaim from major reviewers and authors. It was praised for its plot and character development. In writing The Hunger Games, Collins drew upon Greek mythology, Roman gladiatorial games, and contemporary reality television for thematic content. The novel won many awards, including the California Young Reader Medal, and was named one of Publishers Weekly's ""Best Books of the Year"" in 2008.

The Hunger Games was first published in hardcover on September 14, 2008, by Scholastic, featuring a cover designed by Tim O'Brien."
Mastering Blockchain,Mastering Blockchain,Imran Bashir,0.0,0,https://covers.openlibrary.org/b/id/8086575-L.jpg,https://openlibrary.org/works/OL17802010W,816,Computer programming,open_library_api,
Computer Science With C++ Class,Computer Science With C++ Class,Sumita Arora,5.0,2,https://covers.openlibrary.org/b/id/10865309-L.jpg,https://openlibrary.org/works/OL24341765W,0,"Computer, Program, C++ (Program computer)",open_library_api,
Java Programming,Java Programming,Joyce Farrell,4.5,2,https://covers.openlibrary.org/b/id/5406811-L.jpg,https://openlibrary.org/works/OL3503668W,524,"Java (Computer program language), Java (computer program language)",open_library_api,
Discrete Mathematics with Applications,Discrete Mathematics with Applications,Susanna S. Epp,3.2,5,https://covers.openlibrary.org/b/id/9295752-L.jpg,https://openlibrary.org/works/OL3502985W,889,"Textbooks, Computer science, Mathematics, Mathematics textbooks, Computer science, mathematics",open_library_api,
The Difference Engine,The Difference Engine,William Gibson,3.32,25,https://covers.openlibrary.org/b/id/4034359-L.jpg,https://openlibrary.org/works/OL27252W,395,"American Science fiction, Computers, Fiction, Steampunk, Steampunk fiction",open_library_api,"<Blockquote> 1855: The Industrial Revolution is in full and inexorable swing, powered by steam-driven cybernetic Engines. Charles Babbage perfects his Analytical Engine and the computer age arrives a century ahead of its time. And three extraordinary characters race toward a rendezvous with history - and the future: Sybil Gerard - dishonored woman and daughter of a Luddite agitator; Edward ""Leviathan"" Mallory - explorer and paleontologist; Laurence Oliphant - diplomat and spy. Their adventure begins with the discovery of a box of punched Engine cards of unknown origin and purpose. Cards someone wants badly enough to kill for... 

Part detective story, part historical thriller, The Difference Engine is the first collaborative novel by two of the most brilliant and controversial science fiction authors of our time. Provocative, compelling, intensely imagined, it is a startling extension of Gibson's and Sterling's unique visions - in a new and totally unexpected direction!<Blockquote>
-<a href=""http://www.goodreads.com/book/show/337116.The_Difference_Engine"">Goodreads</a>"
2001,2001,Arthur C. Clarke,4.195122,123,https://covers.openlibrary.org/b/id/11344400-L.jpg,https://openlibrary.org/works/OL17365W,236,"Human-computer interaction, Computers, Fiction, Science fiction, Twenty-first century",open_library_api,"A novel that proposes an idea about how the human race might have begun and where it might be headed...given a little help from out there. A colaboration of ideas with director Stanley Kubrick in the late 1960's it begins at ""the dawn of man"" and then leaps to the year 2001 where a mission to Saturn (Jupiter in the film) is mounted to try and answer questions raised by the discovery of an ancient artifact dug up on the moon. Though not particularly fast paced, the science is good, and there are a few hair raising events. There are also interesting speculations about the future, such as the space shuttle, and a device eerily similar to an iPad. Leaving plenty of room for contemplation and the appreciation for the inevitable trials of space travel, this is one of the truly landmark pieces of hard science fiction."
Hacking for Dummies,Hacking for Dummies,Kevin Beaver,4.3333335,6,https://covers.openlibrary.org/b/id/299671-L.jpg,https://openlibrary.org/works/OL6035941W,396,"Computer Technology, Computer hackers, Computer networks, Computer security, Nonfiction",open_library_api,"While you're reading this, a hacker could be prying and spying his way into your company's IT systems, sabotaging your operations, stealing confidential information, shutting down your Web site, or wreaking havoc in other diabolical ways. Hackers For Dummies helps you hack into a hacker's mindset and take security precautions to help you avoid a hack attack. It outlines computer hacker tricks and techniques you can use to assess the security of your own information systems, find security vulnerabilities, and fix them before malicious and criminal hackers can exploit them. It covers:    Hacking methodology and researching public information to see what a hacker can quickly learn about your operations  Social engineering (how hackers manipulate employees to gain information and access), physical security, and password vulnerabilities  Network infrastructure, including port scanners, SNMP scanning, banner grabbing, scanning, and wireless LAN vulnerabilities  Operating systems, including Windows, Linux, and Novell NetWare  Application hacking, including malware (Trojan horses, viruses, worms, rootkits, logic bombs, and more), e-mail and instant messaging, and Web applications  Tests, tools (commercial, shareware, and freeware), and techniques that offer the most bang for your ethical hacking buck     With this guide you can develop and implement a comprehensive security assessment plan, get essential support from management, test your system for vulnerabilities, take countermeasures, and protect your network infrastructure. You discover how to beat hackers at their own game, with:    A hacking toolkit, including War dialing software, password cracking software, network scanning software, network vulnerability assessment software, a network analyzer, a Web application assessment tool, and more  All kinds of countermeasures and ways to plug security holes  A list of more than 100 security sites, tools, and resources     Ethical hacking helps you fight hacking with hacking, pinpoint security flaws within your systems, and implement countermeasures. Complete with tons of screen shots, step-by-step instructions for some countermeasures, and actual case studies from IT security professionals, this is an invaluable guide, whether you're an Internet security professional, part of a penetration-testing team, or in charge of IT security for a large or small business."
Code,Code,Charles Petzold,4.181818,22,https://covers.openlibrary.org/b/id/460968-L.jpg,https://openlibrary.org/works/OL1972516W,393,"Computer programming, Coding theory, Datenverarbeitung, Computers, Hardware",open_library_api,"What do flashlights, the British invasion, black cats, and seesaws have to do with computers? In CODE, they show us the ingenious ways we manipulate language and invent new means of communicating with each other. And through CODE, we see how this ingenuity and our very human compulsion to communicate have driven the technological innovations of the past two centuries. 

Using everyday objects and familiar language systems such as Braille and Morse code, author Charles Petzold weaves an illuminating narrative for anyone who’s ever wondered about the secret inner life of computers and other smart machines. 

It’s a cleverly illustrated and eminently comprehensible story—and along the way, you’ll discover you’ve gained a real context for understanding today’s world of PCs, digital media, and the Internet. No matter what your level of technical savvy, CODE will charm you—and perhaps even awaken the technophile within."
The player of games,The player of games,Iain Banks,4.202532,79,https://covers.openlibrary.org/b/id/44077-L.jpg,https://openlibrary.org/works/OL100779W,320,"OverDrive, Fiction, Science Fiction, Science Fiction & Fantasy, Accessible book",open_library_api,"The Culture - a human/machine symbiotic society - has thrown up many great Game Players, and one of the greatest is Gurgeh. Jernau Morat Gurgeh. The Player of Games. Master of every board, computer, and strategy.
Bored with success, Gurgeh travels to the Empire of Azad, cruel and incredibly wealthy, to try their fabulous game ... a game so complex, so like life itself, that the winner becomes emperor. Mocked, blackmailed, almost murdered, Gurgeh accepts the game, and with it the challenge of his life - a very possibly his death."
Systems Analysis and Design,Systems Analysis and Design,Alan Dennis,3.0,1,https://covers.openlibrary.org/b/id/304506-L.jpg,https://openlibrary.org/works/OL5973035W,537,"Systeemanalyse, Computer architecture, Systeemontwerp, System design, System analysis",open_library_api,
Mathematical structures for computer science,Mathematical structures for computer science,Judith L. Gersting,0.0,0,https://covers.openlibrary.org/b/id/7136779-L.jpg,https://openlibrary.org/works/OL1922611W,729,"Textbooks, Mathematical models, Computer science, Mathematics, Mathematics textbooks",open_library_api,
Player Piano,Player Piano,Kurt Vonnegut,3.7586207,29,https://covers.openlibrary.org/b/id/280246-L.jpg,https://openlibrary.org/works/OL98484W,295,"Fiction, Classic Literature, Mystery, Science Fiction & Fantasy, Utopias",open_library_api,"Vonnegut's first novel spins the chilling tale of engineer Paul Proteus, who must find a way to live in a world dominated by a super computer and run completely by machines.  Paul's rebellion is vintage Vonnegut - wildly funny, deadly serious, and terrifyingly close to reality."
Superintelligence,Superintelligence,Nick Bostrom,4.0,23,https://covers.openlibrary.org/b/id/8039542-L.jpg,https://openlibrary.org/works/OL17319280W,352,"Moral and ethical aspects, Cognitive science, Artificial intelligence, Social aspects, Philosophy",open_library_api,"The human brain has some capabilities that the brains of other animals lack. It is to these distinctive capabilities that our species owes its dominant position. Other animals have stronger muscles or sharper claws, but we have cleverer brains. If machine brains one day come to surpass human brains in general intelligence, then this new superintelligence could become very powerful. As the fate of the gorillas now depends more on us humans than on the gorillas themselves, so the fate of our species then would come to depend on the actions of the machine superintelligence. But we have one advantage: we get to make the first move. Will it be possible to construct a seed AI or otherwise to engineer initial conditions so as to make an intelligence explosion survivable? How could one achieve a controlled detonation? To get closer to an answer to this question, we must make our way through a fascinating landscape of topics and considerations. Read the book and learn about oracles, genies, singletons; about boxing methods, tripwires, and mind crime; about humanity's cosmic endowment and differential technological development; indirect normativity, instrumental convergence, whole brain emulation and technology couplings; Malthusian economics and dystopian evolution; artificial intelligence, and biological cognitive enhancement, and collective intelligence."
Snow Crash,Snow Crash,Neal Stephenson,4.0761423,197,https://covers.openlibrary.org/b/id/392508-L.jpg,https://openlibrary.org/works/OL38501W,460,"American Science fiction, Open Library Staff Picks, ready player one, Fiction, Science fiction",open_library_api,"Within the Metaverse, Hiro is offered a datafile named Snow Crash by a man named Raven who hints that it is a form of narcotic. Hiro's friend and fellow hacker Da5id views a bitmap image contained in the file which causes his computer to crash and Da5id to suffer brain damage in the real world.

This is the future we now live where all can be brought to life in the metaverse and now all can be taken away. Follow on an adventure with Hiro and YT as they work with the mob to uncover a plot of biblical proportions."
