title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,description,source,combined_text,cluster
The Seasoned Schemer,The Seasoned Schemer,Daniel P. Friedman,4.28,267,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347458463i/475858._SX50_.jpg,https://www.goodreads.com/book/show/475858.The_Seasoned_Schemer,224,"LISP (Computer program language), Scheme (Computer program language), Lisp (computer program language)",No description available.,goodreads_scraped,"LISP (Computer program language), Scheme (Computer program language), Lisp (computer program language) LISP (Computer program language), Scheme (Computer program language), Lisp (computer program language) No description available.",1
The Annotated Turing: A Guided Tour Through Alan Turing's Historic Paper on Computability and the Turing Machine,The Annotated Turing: A Guided Tour Through Alan Turing's Historic Paper on Computability and the Turing Machine,Charles Petzold,4.28,1189,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348963714i/2333956._SX50_.jpg,https://www.goodreads.com/book/show/2333956.The_Annotated_Turing,300,"Turing machines, Computational complexity, Turing, alan mathison, 1912-1954","Programming Legend Charles Petzold unlocks the secrets of the extraordinary and prescient 1936 paper by Alan M. Turing.

Mathematician Alan Turing invented an imaginary computer known as the Turing Machine; in an age before computers, he explored the concept of what it meant to be computable, creating the field of computability theory in the process, a foundation of present-day computer programming.",goodreads_scraped,"Turing machines, Computational complexity, Turing, alan mathison, 1912-1954 Turing machines, Computational complexity, Turing, alan mathison, 1912-1954 Programming Legend Charles Petzold unlocks the secrets of the extraordinary and prescient 1936 paper by Alan M. Turing.

Mathematician Alan Turing invented an imaginary computer known as the Turing Machine; in an age before computers, he explored the concept of what it meant to be computable, creating the field of computability theory in the process, a foundation of present-day computer programming.",8
Programming Elixir ≥ 1.6: Functional |> Concurrent |> Pragmatic |> Fun,Programming Elixir ≥ 1.6: Functional |> Concurrent |> Pragmatic |> Fun,Dave         Thomas,4.28,738,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529573913i/40224740._SX50_.jpg,https://www.goodreads.com/book/show/40224740-programming-elixir-1-6,437,General,No description available.,goodreads_scraped,General General No description available.,4
Erlang and OTP in Action,Erlang and OTP in Action,Martin Logan,4.27,128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348920801i/7438968._SX50_.jpg,https://www.goodreads.com/book/show/7438968-erlang-and-otp-in-action,432,"ERLANG (Computer program language), Programming languages (electronic computers)",No description available.,goodreads_scraped,"ERLANG (Computer program language), Programming languages (electronic computers) ERLANG (Computer program language), Programming languages (electronic computers) No description available.",8
"Python Handbook For Beginners. A Hands-On Crash Course For Kids, Newbies And Everybody Else","Python Handbook For Beginners. A Hands-On Crash Course For Kids, Newbies And Everybody Else",Roman Gurbanov,4.27,11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621006316i/58041738._SY75_.jpg,https://www.goodreads.com/book/show/58041738-python-handbook-for-beginners-a-hands-on-crash-course-for-kids-newbies,437,General,No description available.,goodreads_scraped,General General No description available.,4
Python Beyond the Basics,Python Beyond the Basics,Al Sweigart,4.27,242,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658467493i/53060254._SX50_.jpg,https://www.goodreads.com/book/show/53060254-python-beyond-the-basics,448,Mathematics,No description available.,goodreads_scraped,Mathematics Mathematics No description available.,8
"Agile Software Development, Principles, Patterns, and Practices","Agile Software Development, Principles, Patterns, and Practices",Robert C. Martin,4.26,1320,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348196056i/84985._SX50_.jpg,https://www.goodreads.com/book/show/84985.Agile_Software_Development_Principles_Patterns_and_Practices,529,"C & Visual C, C++ (Computer program language), Object-oriented programming (Computer science), Agile software development, Extreme programming",No description available.,goodreads_scraped,"C & Visual C, C++ (Computer program language), Object-oriented programming (Computer science), Agile software development, Extreme programming C & Visual C, C++ (Computer program language), Object-oriented programming (Computer science), Agile software development, Extreme programming No description available.",5
Code Complete,Code Complete,Steve McConnell,4.25,24,https://covers.openlibrary.org/b/id/461500-L.jpg,https://openlibrary.org/works/OL2722063W,914,"Development, Programmeren (computers), Programmatuurtechniek, Handbooks, manuals, Computer software","Take a strategic approach to software construction—and produce superior products—with this fully updated edition of Steve McConnell's critically praised and award-winning guide to software development best practices. Widely considered one of the best practical guides to programming, Steve McConnell's original CODE COMPLETE has been helping developers write better software for more than a decade. Now this classic book has been fully updated and revised with leading-edge practices—and hundreds of new code samples—illustrating the art and science of software construction. Capturing the body of knowledge available from research, academia, and everyday commercial practice, McConnell synthesizes the most effective techniques and must-know principles into clear, pragmatic guidance. No matter what your experience level, development environment, or project size, this book will inform and stimulate your thinking—and help you build the highest quality code.Discover the timeless techniques and strategies that help you:Design for minimum complexity and maximum creativityReap the benefits of collaborative developmentApply defensive programming techniques to reduce and flush out errorsExploit opportunities to refactor—or evolve—code, and do it safelyUse construction practices that are right-weight for your projectDebug problems quickly and effectivelyResolve critical construction issues early and correctlyBuild quality into the beginning, middle, and end of your project",open_library_api,"Development, Programmeren (computers), Programmatuurtechniek, Handbooks, manuals, Computer software Development, Programmeren (computers), Programmatuurtechniek, Handbooks, manuals, Computer software Take a strategic approach to software construction—and produce superior products—with this fully updated edition of Steve McConnell's critically praised and award-winning guide to software development best practices. Widely considered one of the best practical guides to programming, Steve McConnell's original CODE COMPLETE has been helping developers write better software for more than a decade. Now this classic book has been fully updated and revised with leading-edge practices—and hundreds of new code samples—illustrating the art and science of software construction. Capturing the body of knowledge available from research, academia, and everyday commercial practice, McConnell synthesizes the most effective techniques and must-know principles into clear, pragmatic guidance. No matter what your experience level, development environment, or project size, this book will inform and stimulate your thinking—and help you build the highest quality code.Discover the timeless techniques and strategies that help you:Design for minimum complexity and maximum creativityReap the benefits of collaborative developmentApply defensive programming techniques to reduce and flush out errorsExploit opportunities to refactor—or evolve—code, and do it safelyUse construction practices that are right-weight for your projectDebug problems quickly and effectivelyResolve critical construction issues early and correctlyBuild quality into the beginning, middle, and end of your project",6
"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win","The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,4.25,50838,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361113128i/17255186._SX50_.jpg,https://www.goodreads.com/book/show/17255186-the-phoenix-project,345,"IT, DevOps, Project Management, Information Technology, Planning","The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win is the third book by Gene Kim. The business novel tells the story of an IT manager who has ninety days to rescue an over-budget and late IT initiative, code-named The Phoenix Project.",goodreads_scraped,"IT, DevOps, Project Management, Information Technology, Planning IT, DevOps, Project Management, Information Technology, Planning The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win is the third book by Gene Kim. The business novel tells the story of an IT manager who has ninety days to rescue an over-budget and late IT initiative, code-named The Phoenix Project.",8
Domain-Driven Design,Domain-Driven Design,Eric Evans,4.25,8,https://covers.openlibrary.org/b/id/5548424-L.jpg,https://openlibrary.org/works/OL4464385W,529,"Development, Computer software, Object-oriented programming (Computer science), Computer software, development, Computer software--development",No description available.,open_library_api,"Development, Computer software, Object-oriented programming (Computer science), Computer software, development, Computer software--development Development, Computer software, Object-oriented programming (Computer science), Computer software, development, Computer software--development No description available.",0
Learning Python,Learning Python,Mark Lutz,4.25,16,https://covers.openlibrary.org/b/id/1312568-L.jpg,https://openlibrary.org/works/OL2784125W,591,"Python (Langage de programmation), Python (linguagem de programação), Python (Computer program language), Python (Lenguaje de programación de computadores), Langage à objets","Describes the features of the Python 2.5 programming language, covering such topics as types and operations, statements and syntax, functions, modules, classes and OOP, and exceptions and tools.",open_library_api,"Python (Langage de programmation), Python (linguagem de programação), Python (Computer program language), Python (Lenguaje de programación de computadores), Langage à objets Python (Langage de programmation), Python (linguagem de programação), Python (Computer program language), Python (Lenguaje de programación de computadores), Langage à objets Describes the features of the Python 2.5 programming language, covering such topics as types and operations, statements and syntax, functions, modules, classes and OOP, and exceptions and tools.",5
Debugging: The 9 Indispensable Rules for Finding Even the Most Elusive Software and Hardware Problems,Debugging: The 9 Indispensable Rules for Finding Even the Most Elusive Software and Hardware Problems,David J. Agans,4.25,523,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348215122i/3938178._SX50_.jpg,https://www.goodreads.com/book/show/3938178-debugging,192,"Debugging in computer science, Quality control, Computer software",No description available.,goodreads_scraped,"Debugging in computer science, Quality control, Computer software Debugging in computer science, Quality control, Computer software No description available.",8
"Growing object-oriented software, guided by tests","Growing object-oriented software, guided by tests",Steve Freeman,4.25,4,https://covers.openlibrary.org/b/id/9937887-L.jpg,https://openlibrary.org/works/OL16955281W,358,"Testing, Object-oriented programming (Computer science), Computer software, Application software, development",No description available.,open_library_api,"Testing, Object-oriented programming (Computer science), Computer software, Application software, development Testing, Object-oriented programming (Computer science), Computer software, Application software, development No description available.",0
Test-driven development,Test-driven development,Kent Beck,4.25,8,https://covers.openlibrary.org/b/id/192577-L.jpg,https://openlibrary.org/works/OL1961692W,220,"Computer software, Development, Testing, Computer programming, Computer software, development",No description available.,open_library_api,"Computer software, Development, Testing, Computer programming, Computer software, development Computer software, Development, Testing, Computer programming, Computer software, development No description available.",0
Eloquent Javascript,Eloquent Javascript,Marijn Haverbeke,4.25,12,https://covers.openlibrary.org/b/id/7082166-L.jpg,https://openlibrary.org/works/OL15444205W,446,"JavaScript (Computer program language), Computer science, programming languages, JavaScript","""*Eloquent JavaScript* is a book providing an introduction to the JavaScript programming language and programming in general.""",open_library_api,"JavaScript (Computer program language), Computer science, programming languages, JavaScript JavaScript (Computer program language), Computer science, programming languages, JavaScript ""*Eloquent JavaScript* is a book providing an introduction to the JavaScript programming language and programming in general.""",1
The UNIX Programming Environment,The UNIX Programming Environment,Brian W. Kernighan,4.24,1315,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469578824i/337338._SX50_.jpg,https://www.goodreads.com/book/show/337338.The_UNIX_Programming_Environment,357,"Computer programming, UNIX (Computer file), Programmation (Informatique), Linguagem De Programacao (Outras), Software Basico",No description available.,goodreads_scraped,"Computer programming, UNIX (Computer file), Programmation (Informatique), Linguagem De Programacao (Outras), Software Basico Computer programming, UNIX (Computer file), Programmation (Informatique), Linguagem De Programacao (Outras), Software Basico No description available.",8
Algorithms + Data Structures = Programs,Algorithms + Data Structures = Programs (Prentice-Hall Series in Automatic Computation),Niklaus Wirth,4.24,207,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387705045i/300093._SX50_.jpg,https://www.goodreads.com/book/show/300093.Algorithms_Data_Structures_Programs,366,"Computer programming, Data structures (Computer science), Computer algorithms, Algorithms, Electronic digital computers",No description available.,goodreads_scraped,"Computer programming, Data structures (Computer science), Computer algorithms, Algorithms, Electronic digital computers Computer programming, Data structures (Computer science), Computer algorithms, Algorithms, Electronic digital computers No description available.",8
Clean Agile: Back to Basics,Clean Agile: Back to Basics,Robert C. Martin,4.24,1582,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568477691i/45280021._SX50_.jpg,https://www.goodreads.com/book/show/45280021-clean-agile,437,General,No description available.,goodreads_scraped,General General No description available.,4
Modern C++ Design: Generic Programming and Design Patterns Applied,Modern C++ Design: Generic Programming and Design Patterns Applied (C++ In-Depth Series),Debbie Lafferty,4.24,883,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372041017i/871669._SX50_.jpg,https://www.goodreads.com/book/show/871669.Modern_C_Design,437,General,No description available.,goodreads_scraped,General General No description available.,4
Refactoring: Improving the Design of Existing Code,Refactoring: Improving the Design of Existing Code (Addison-wesley Object Technology Series),Martin Fowler,4.24,8861,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925632i/44936._SX50_.jpg,https://www.goodreads.com/book/show/44936.Refactoring,437,"Software refactoring, Object-oriented programming (Computer science)",No description available.,goodreads_scraped,"Software refactoring, Object-oriented programming (Computer science) Software refactoring, Object-oriented programming (Computer science) No description available.",8
Fundamentals of Software Architecture: An Engineering Approach,Fundamentals of Software Architecture: An Engineering Approach,Mark   Richards,4.23,2325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580813753i/44144493._SX50_.jpg,https://www.goodreads.com/book/show/44144493-fundamentals-of-software-architecture,432,General,No description available.,goodreads_scraped,General General No description available.,4
The Web Application Hacker's Handbook: Finding and Exploiting Security Flaws,The Web Application Hacker's Handbook: Finding and Exploiting Security Flaws,Dafydd Stuttard,4.23,1232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387751834i/13087608._SX50_.jpg,https://www.goodreads.com/book/show/13087608-the-web-application-hacker-s-handbook,437,General,No description available.,goodreads_scraped,General General No description available.,4
The Web Application Hacker's Handbook: Discovering and Exploiting Security Flaws,The Web Application Hacker's Handbook: Discovering and Exploiting Security Flaws,Dafydd Stuttard,4.23,1232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347415849i/1914619._SX50_.jpg,https://www.goodreads.com/book/show/1914619.The_Web_Application_Hacker_s_Handbook,840,"Computer Technology, Nonfiction, Security measures, Computer security, Internet","This book is a practical guide to discovering and exploiting security flaws in web applications. The authors explain each category of vulnerability using real-world examples, screen shots and code extracts. The book is extremely practical in focus, and describes in detail the steps involved in detecting and exploiting each kind of security weakness found within a variety of applications such as online banking, e-commerce and other web applications.   The topics covered include bypassing login mechanisms, injecting code, exploiting logic flaws and compromising other users. Because every web application is different, attacking them entails bringing to bear various general principles, techniques and experience in an imaginative way. The most successful hackers go beyond this, and find ways to automate their bespoke attacks. This handbook describes a proven methodology that combines the virtues of human intelligence and computerized brute force, often with devastating results.   The authors are professional penetration testers who have been involved in web application security for nearly a decade. They have presented training courses at the Black Hat security conferences throughout the world. Under the alias ""PortSwigger"", Dafydd developed the popular Burp Suite of web application hack tools.",goodreads_scraped,"Computer Technology, Nonfiction, Security measures, Computer security, Internet Computer Technology, Nonfiction, Security measures, Computer security, Internet This book is a practical guide to discovering and exploiting security flaws in web applications. The authors explain each category of vulnerability using real-world examples, screen shots and code extracts. The book is extremely practical in focus, and describes in detail the steps involved in detecting and exploiting each kind of security weakness found within a variety of applications such as online banking, e-commerce and other web applications.   The topics covered include bypassing login mechanisms, injecting code, exploiting logic flaws and compromising other users. Because every web application is different, attacking them entails bringing to bear various general principles, techniques and experience in an imaginative way. The most successful hackers go beyond this, and find ways to automate their bespoke attacks. This handbook describes a proven methodology that combines the virtues of human intelligence and computerized brute force, often with devastating results.   The authors are professional penetration testers who have been involved in web application security for nearly a decade. They have presented training courses at the Black Hat security conferences throughout the world. Under the alias ""PortSwigger"", Dafydd developed the popular Burp Suite of web application hack tools.",5
A Discipline of Programming,A Discipline of Programming (Prentice-Hall Series in Automatic Computation),Edsger W. Dijkstra,4.23,182,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348910294i/2276288._SY75_.jpg,https://www.goodreads.com/book/show/2276288.A_Discipline_of_Programming,437,General,No description available.,goodreads_scraped,General General No description available.,4
Programming Ecto: Build Database Apps in Elixir for Scalability and Performance,Programming Ecto: Build Database Apps in Elixir for Scalability and Performance,Darin Wilson,4.23,99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561421750l/50056541._SX50_SY75_.jpg,https://www.goodreads.com/book/show/50056541-programming-ecto,437,General,No description available.,goodreads_scraped,General General No description available.,4
JavaScript: The Good Parts,JavaScript: The Good Parts,Douglas Crockford,4.23,8673,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328834793i/2998152._SX50_.jpg,https://www.goodreads.com/book/show/2998152-javascript,190,"JavaScript (Computer program language), javascript, web, programming, browsers","Covers the bits of Javascript that are worth using, and how to use them, as well as the bits that should be avoided.",goodreads_scraped,"JavaScript (Computer program language), javascript, web, programming, browsers JavaScript (Computer program language), javascript, web, programming, browsers Covers the bits of Javascript that are worth using, and how to use them, as well as the bits that should be avoided.",1
Programming Ecto,Programming Ecto,Darin Wilson,4.23,99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529434502i/40582814._SX50_.jpg,https://www.goodreads.com/book/show/40582814-programming-ecto,244,Programming languages (electronic computers),No description available.,goodreads_scraped,Programming languages (electronic computers) Programming languages (electronic computers) No description available.,8
"Out of Control: The New Biology of Machines, Social Systems, and the Economic World","Out of Control: The New Biology of Machines, Social Systems, and the Economic World",Kevin Kelly,4.23,1729,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925037i/243725._SY75_.jpg,https://www.goodreads.com/book/show/243725.Out_of_Control,521,"Artificial intelligence, History, Inventions, Social groups, Social networks",No description available.,goodreads_scraped,"Artificial intelligence, History, Inventions, Social groups, Social networks Artificial intelligence, History, Inventions, Social groups, Social networks No description available.",5
"The IT Handbook for Business, Managing Information Technology Support Costs","The IT Handbook for Business, Managing Information Technology Support Costs",William C. Couie,4.23,13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348554571i/9402023._SX50_.jpg,https://www.goodreads.com/book/show/9402023-the-it-handbook-for-business-managing-information-technology-support-co,437,General,No description available.,goodreads_scraped,General General No description available.,4
The Cathedral and the Bazaar,The Cathedral and the Bazaar,Eric S. Raymond,4.22,18,https://covers.openlibrary.org/b/id/805932-L.jpg,https://openlibrary.org/works/OL6036025W,256,"Development, Computer hackers, open source development, open source, Open source software","Open source provides the competitive advantage in the Internet Age. According to the August Forrester Report, 56 percent of IT managers interviewed at Global 2,500 companies are already using some type of open source software in their infrastructure and another 6 percent will install it in the next two years. This revolutionary model for collaborative software development is being embraced and studied by many of the biggest players in the high-tech industry, from Sun Microsystems to IBM to Intel.The Cathedral & the Bazaar is a must for anyone who cares about the future of the computer industry or the dynamics of the information economy. Already, billions of dollars have been made and lost based on the ideas in this book. Its conclusions will be studied, debated, and implemented for years to come. According to Bob Young, ""This is Eric Raymond's great contribution to the success of the open source revolution, to the adoption of Linux-based operating systems, and to the success of open source users and the companies that supply them.""The interest in open source software development has grown enormously in the past year. This revised and expanded paperback edition includes new material on open source developments in 1999 and 2000. Raymond's clear and effective writing style accurately describing the benefits of open source software has been key to its success. With major vendors creating acceptance for open source within companies, independent vendors will become the open source story in 2001.",open_library_api,"Development, Computer hackers, open source development, open source, Open source software Development, Computer hackers, open source development, open source, Open source software Open source provides the competitive advantage in the Internet Age. According to the August Forrester Report, 56 percent of IT managers interviewed at Global 2,500 companies are already using some type of open source software in their infrastructure and another 6 percent will install it in the next two years. This revolutionary model for collaborative software development is being embraced and studied by many of the biggest players in the high-tech industry, from Sun Microsystems to IBM to Intel.The Cathedral & the Bazaar is a must for anyone who cares about the future of the computer industry or the dynamics of the information economy. Already, billions of dollars have been made and lost based on the ideas in this book. Its conclusions will be studied, debated, and implemented for years to come. According to Bob Young, ""This is Eric Raymond's great contribution to the success of the open source revolution, to the adoption of Linux-based operating systems, and to the success of open source users and the companies that supply them.""The interest in open source software development has grown enormously in the past year. This revised and expanded paperback edition includes new material on open source developments in 1999 and 2000. Raymond's clear and effective writing style accurately describing the benefits of open source software has been key to its success. With major vendors creating acceptance for open source within companies, independent vendors will become the open source story in 2001.",8
Programming in Scala: A Comprehensive Step-by-step Guide,Programming in Scala: A Comprehensive Step-by-step Guide,Martin Odersky,4.22,1663,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267787153i/5680904._SX50_.jpg,https://www.goodreads.com/book/show/5680904-programming-in-scala,437,General,No description available.,goodreads_scraped,General General No description available.,4
"HTML and CSS QuickStart Guide: The Simplified Beginners Guide to Developing a Strong Coding Foundation, Building Responsive Websites, and Mastering ...","HTML and CSS QuickStart Guide: The Simplified Beginners Guide to Developing a Strong Coding Foundation, Building Responsive Websites, and Mastering ...",David Durocher,4.22,9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612629382i/56971310._SX50_.jpg,https://www.goodreads.com/book/show/56971310-html-and-css-quickstart-guide,361,Computers,No description available.,goodreads_scraped,Computers Computers No description available.,8
"Applied Cryptography: Protocols, Algorithms, and Source Code in C","Applied Cryptography: Protocols, Algorithms, and Source Code in C",Bruce Schneier,4.21,2139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387734235i/351301._SX50_.jpg,https://www.goodreads.com/book/show/351301.Applied_Cryptography,784,"Security measures, Telecommunication, Computer security, Cryptography, C (Computer program language)",No description available.,goodreads_scraped,"Security measures, Telecommunication, Computer security, Cryptography, C (Computer program language) Security measures, Telecommunication, Computer security, Cryptography, C (Computer program language) No description available.",5
Fundamental Kotlin,Fundamental Kotlin,Miloš  Vasić,4.21,38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475073984i/32307194._SX50_.jpg,https://www.goodreads.com/book/show/32307194-fundamental-kotlin,437,General,No description available.,goodreads_scraped,General General No description available.,4
Head First Android Development,Head First Android Development,Dawn Griffiths,4.21,400,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457512055i/29467350._SX50_.jpg,https://www.goodreads.com/book/show/29467350-head-first-android-development,437,General,No description available.,goodreads_scraped,General General No description available.,4
Artificial Intelligence: A Modern Approach,Artificial Intelligence: A Modern Approach,Stuart Russell,4.21,4478,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333191638i/1127841._SX50_.jpg,https://www.goodreads.com/book/show/1127841.Artificial_Intelligence,437,General,No description available.,goodreads_scraped,General General No description available.,4
Hacker's Delight,Hacker's Delight,Henry S. Warren Jr.,4.2,1139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385216522i/276079._SY75_.jpg,https://www.goodreads.com/book/show/276079.Hacker_s_Delight,320,"Computer programming, Computer hackers, Hackers, Qa76.6 .w375 2013, 005.1",No description available.,goodreads_scraped,"Computer programming, Computer hackers, Hackers, Qa76.6 .w375 2013, 005.1 Computer programming, Computer hackers, Hackers, Qa76.6 .w375 2013, 005.1 No description available.",8
The Book of Why,The Book of Why,Judea Pearl,4.2,5,https://covers.openlibrary.org/b/id/8179733-L.jpg,https://openlibrary.org/works/OL17872278W,425,"Nonfiction, Computers, Computer Science, Causation, Inference","A Turing Award-winning computer scientist and statistician shows how understanding causality has revolutionized science and will revolutionize artificial intelligence

“Correlation is not causation.” This mantra, chanted by scientists for more than a century, has led to a virtual prohibition on causal talk. Today, that taboo is dead. The causal revolution, instigated by Judea Pearl and his colleagues, has cut through a century of confusion and established causality–the study of cause and effect–on a firm scientific basis. His work explains how we can know easy things, like whether it was rain or a sprinkler that made a sidewalk wet; and how to answer hard questions, like whether a drug cured an illness. Pearl’s work enables us to know not just whether one thing causes another: it lets us explore the world that is and the worlds that could have been. It shows us the essence of human thought and key to artificial intelligence. Anyone who wants to understand either needs The Book of Why.",open_library_api,"Nonfiction, Computers, Computer Science, Causation, Inference Nonfiction, Computers, Computer Science, Causation, Inference A Turing Award-winning computer scientist and statistician shows how understanding causality has revolutionized science and will revolutionize artificial intelligence

“Correlation is not causation.” This mantra, chanted by scientists for more than a century, has led to a virtual prohibition on causal talk. Today, that taboo is dead. The causal revolution, instigated by Judea Pearl and his colleagues, has cut through a century of confusion and established causality–the study of cause and effect–on a firm scientific basis. His work explains how we can know easy things, like whether it was rain or a sprinkler that made a sidewalk wet; and how to answer hard questions, like whether a drug cured an illness. Pearl’s work enables us to know not just whether one thing causes another: it lets us explore the world that is and the worlds that could have been. It shows us the essence of human thought and key to artificial intelligence. Anyone who wants to understand either needs The Book of Why.",8
Implementing Lean Software Development: From Concept to Cash),Implementing Lean Software Development: From Concept to Cash (Addison-Wesley Signature Series (Beck)),Mary Poppendieck,4.2,868,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388500407i/349417._SX50_.jpg,https://www.goodreads.com/book/show/349417.Implementing_Lean_Software_Development,304,"Development, Production management, Computer software, Computer software, development",No description available.,goodreads_scraped,"Development, Production management, Computer software, Computer software, development Development, Production management, Computer software, Computer software, development No description available.",0
Pre-release center program test design,Pre-release center program test design,Unknown Author,4.2,30,https://images.unsplash.com/photo-1543002588-bfa74002ed7e?q=80&w=300&auto=format&fit=crop,https://openlibrary.org/works/OL14921145M,17,"Pre-release programs for prisoners -- United States, Community-based corrections -- United States",No description available.,open_library_api,"Pre-release programs for prisoners -- United States, Community-based corrections -- United States Pre-release programs for prisoners -- United States, Community-based corrections -- United States No description available.",8
"Design Patterns: Elements of Reusable Object-oriented Software / Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development, 2 Volume Set","Design Patterns: Elements of Reusable Object-oriented Software / Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development, 2 Volume Set",Erich Gamma,4.2,12006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180662124i/1062814._SX50_.jpg,https://www.goodreads.com/book/show/1062814.Design_Patterns,437,General,No description available.,goodreads_scraped,General General No description available.,4
Programming Pearls,Programming Pearls,Jon L. Bentley,4.2,3225,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385191091i/52084._SX50_.jpg,https://www.goodreads.com/book/show/52084.Programming_Pearls,437,General,No description available.,goodreads_scraped,General General No description available.,4
The Go Programming Language,The Go Programming Language,Alan A. A. Donovan,4.2,5,https://covers.openlibrary.org/b/id/7427319-L.jpg,https://openlibrary.org/works/OL17348524W,399,"Computer programs, Go (Computer program language), Programming, Open source software",No description available.,open_library_api,"Computer programs, Go (Computer program language), Programming, Open source software Computer programs, Go (Computer program language), Programming, Open source software No description available.",1
PHP & MySQL,PHP & MySQL,Jon Duckett,4.2,5,https://covers.openlibrary.org/b/id/10095878-L.jpg,https://openlibrary.org/works/OL20799566W,672,"Php (computer program language), Web site development, Sql (computer program language), Mathematics",No description available.,open_library_api,"Php (computer program language), Web site development, Sql (computer program language), Mathematics Php (computer program language), Web site development, Sql (computer program language), Mathematics No description available.",5
Effective Python,Effective Python,Brett Slatkin,4.2,5,https://covers.openlibrary.org/b/id/7363706-L.jpg,https://openlibrary.org/works/OL17192267W,368,"Python (Computer program language), Computer programming, Python (computer program language), Python (programspråk), Programmering","The Python programming language has unique strengths and charms that can be hard to grasp. Many programmers familiar with other languages often approach Python from a limited mindset instead of embracing its full expressivity. Some programmers go too far in the other direction, overusing Python features that can cause big problems later.

Effective Python provides insight into the Pythonic way of writing programs: the best way to use Python. It builds on a fundamental understanding of the language that I assume you already have. Novice programmers will learn the best practices of Python’s capabilities. Experienced programmers will learn how to embrace the strangeness of a new tool with confidence.  -[(Source)][1]


  [1]: http://www.effectivepython.com/",open_library_api,"Python (Computer program language), Computer programming, Python (computer program language), Python (programspråk), Programmering Python (Computer program language), Computer programming, Python (computer program language), Python (programspråk), Programmering The Python programming language has unique strengths and charms that can be hard to grasp. Many programmers familiar with other languages often approach Python from a limited mindset instead of embracing its full expressivity. Some programmers go too far in the other direction, overusing Python features that can cause big problems later.

Effective Python provides insight into the Pythonic way of writing programs: the best way to use Python. It builds on a fundamental understanding of the language that I assume you already have. Novice programmers will learn the best practices of Python’s capabilities. Experienced programmers will learn how to embrace the strangeness of a new tool with confidence.  -[(Source)][1]


  [1]: http://www.effectivepython.com/",1
Think Complexity: Complexity Science and Computational Modeling,Think Complexity: Complexity Science and Computational Modeling,Allen B. Downey,4.2,5,https://covers.openlibrary.org/b/id/8508584-L.jpg,https://openlibrary.org/works/OL19542561W,160,"Computational complexity, Python (Computer program language), Python (computer program language), COMPUTERS, Programming Languages",No description available.,open_library_api,"Computational complexity, Python (Computer program language), Python (computer program language), COMPUTERS, Programming Languages Computational complexity, Python (Computer program language), Python (computer program language), COMPUTERS, Programming Languages No description available.",1
